pid,other_pids,title,year,journal,link,type
52/910,"['65/3225', '52/910', '51/2256']",RTFaxing: Internet Real-Time Faxing System.,1999,Netw. Inf. Syst. J.,,article
52/910,"['41/6129', 'k/SooNgeeKoh', '52/910']",Improved noise suppression filter using self-adaptive estimator of probability of speech absence.,1999,Signal Process.,https://doi.org/10.1016/S0165-1684(98)00230-8,article
52/910,"['22/10901', 'l/BuSungLee', '52/910']",A DAVIC-based video-on-demand system over ATM networks.,1999,IEEE Trans. Consumer Electron.,"['https://doi.org/10.1109/30.793419', 'https://www.wikidata.org/entity/Q57555540']",article
52/910,"['51/2256', '65/3225', '52/910']",Supporting Real-Time Faxing over the Internet.,1999,ICSC,https://doi.org/10.1007/978-3-540-46652-9_26,inproceedings
52/910,"['41/6129', 'k/SooNgeeKoh', '52/910']",Noisy speech enhancement using discrete cosine transform.,1998,Speech Commun.,https://doi.org/10.1016/S0167-6393(98)00019-3,article
52/910,"['77/246', '65/3225', '52/910', 'f/SchubertFoo']",A WWW-Assisted Fax System for Internet Fax-to-Fax Communication.,1998,World Wide Web,https://doi.org/10.1023/A:1019276001097,article
52/910,"['f/SchubertFoo', '52/910', '65/3225']",A telephone adapter for Internet telephony systems.,1997,Microprocess. Microsystems,"['https://doi.org/10.1016/S0141-9331(97)00045-8', 'https://www.wikidata.org/entity/Q57693816']",article
52/910,"['70/4774', 'l/BuSungLee', '05/2952', '17/3875', '52/910']",An ATM-Enhanced Meeting System.,1997,PDPTA,,inproceedings
52/910,"['52/910', '152/7657', '41/6129']",English-Japanese Machine Translation: Verb-Based Noun Classification Approach.,1996,Int. J. Artif. Intell. Tools,https://doi.org/10.1142/S0218213096000249,article
35/1096-1,"['37/7763', '70/1211', '35/1096-1', '77/2927', 'm/ChunyanMiao']",HYDRA: Hypergradient Data Relevance Analysis for Interpreting Deep Neural Networks.,2021,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2102.02515')])",article
35/1096-1,"['23/7137', '35/1096-1', '82/5713', 'm/ChunyanMiao', '76/3131', '51/3710-165', '82/6362-1']",Addressing the Challenges of Government Service Provision with AI.,2020,AI Mag.,https://doi.org/10.1609/aimag.v41i1.5195,article
35/1096-1,"['51/3710-165', '35/1096-1', '82/6362-1']",Introduction to the Special Issue on Federated Machine Learning.,2020,IEEE Intell. Syst.,https://doi.org/10.1109/MIS.2020.3014704,article
35/1096-1,"['35/1096-1', '191/8685', '51/3710-165', '32/6550', '257/7923', '157/0074', '76/440', '82/6362-1']",A Sustainable Incentive Scheme for Federated Learning.,2020,IEEE Intell. Syst.,https://doi.org/10.1109/MIS.2020.2987774,article
35/1096-1,"['158/9453', '35/1096-1', '157/8095']",Autoencoder based sample selection for self-taught learning.,2020,Knowl. Based Syst.,https://doi.org/10.1016/j.knosys.2019.105343,article
35/1096-1,"['16/6730', '275/4821', '181/2821', '52/7829', '35/1096-1']",Nondestructive Identification of Coal and Gangue via Near-Infrared Spectroscopy Based on Improved Broad Learning.,2020,IEEE Trans. Instrum. Meas.,https://doi.org/10.1109/TIM.2020.2988169,article
35/1096-1,"['19/2969-1', '48/1091', '126/2373', '35/1096-1', '119/9225', '82/6362-1']",Transfer Learning with Dynamic Distribution Adaptation.,2020,ACM Trans. Intell. Syst. Technol.,https://doi.org/10.1145/3360309,article
35/1096-1,"['178/9876', '18/11043', '83/3874', '127/0252', '195/8270', '20/4460', '35/1096-1', '58/3298']",Towards Fair and Privacy-Preserving Federated Deep Models.,2020,IEEE Trans. Parallel Distributed Syst.,https://doi.org/10.1109/TPDS.2020.2996273,article
35/1096-1,"['51/3710-165', '251/5454', '19/1045', '75/4947', '219/6855', '37/7763', '256/9394', '32/6550', '35/1096-1', '82/6362-1']",FedVision: An Online Visual Object Detection Platform Powered by Federated Learning.,2020,AAAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://aaai.org/ojs/index.php/AAAI/article/view/7021')])",inproceedings
35/1096-1,"['182/7262', '35/1096-1', '138/2474', '128/3599', 'm/ChunyanMiao']",Accelerating Ranking in E-Commerce Search Engines through Contextual Factor Selection.,2020,AAAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://aaai.org/ojs/index.php/AAAI/article/view/7026')])",inproceedings
35/1096-1,"['23/7137', '35/1096-1', 's/YuliangShi', '96/3115', '245/4768', '82/5713', '76/3131', 'm/ChunyanMiao']",PIDS: An Intelligent Electric Power Management Platform.,2020,AAAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://aaai.org/ojs/index.php/AAAI/article/view/7027')])",inproceedings
35/1096-1,"['266/2822', '266/2838', '191/8685', '35/1096-1']",Efficient Spatial-Temporal Rebalancing of Shareable Bikes (Student Abstract).,2020,AAAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://aaai.org/ojs/index.php/AAAI/article/view/7159')])",inproceedings
35/1096-1,"['52/5716-40', '35/1096-1', '07/2924', '03/1554', '199/5600', '266/2835', '153/2320', '36/3184', '61/7591', '234/8028', '82/5713', 'm/ChunyanMiao']",Generating Engaging Promotional Videos for E-commerce Platforms (Student Abstract).,2020,AAAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://aaai.org/ojs/index.php/AAAI/article/view/7205')])",inproceedings
35/1096-1,"['35/1096-1', '191/8685', '51/3710-165', '32/6550', '257/7923', '157/0074', '76/440', '82/6362-1']",A Fairness-aware Incentive Scheme for Federated Learning.,2020,AIES,https://doi.org/10.1145/3375627.3375840,inproceedings
35/1096-1,"['283/3506', '82/5713', '41/8967', '35/1096-1', '71/6601', '66/3387']",CLUE: Personalized Hospital Readmission Prediction Against Data Insufficiency under Imbalanced-Data Environment.,2020,BIBM,https://doi.org/10.1109/BIBM49941.2020.9313562,inproceedings
35/1096-1,"['52/5716-40', '269/4536', '35/1096-1', '03/1554', '266/2835', '153/2320', '36/3184', '61/7591', '234/8028', '82/5713', 'm/ChunyanMiao']",An AI-empowered Visual Storyline Generator.,2020,IJCAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.24963/ijcai.2020/765')])",inproceedings
35/1096-1,"['269/4494', '23/7781', '191/8685', '35/1096-1', '51/3710-165', '82/6362-1']",A Multi-player Game for Studying Federated Learning Incentive Schemes.,2020,IJCAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.24963/ijcai.2020/769')])",inproceedings
35/1096-1,"['269/4622', '266/2822', '35/1096-1', '207/1901', '76/3131', 'm/ChunyanMiao']",A Testbed for Studying COVID-19 Spreading in Ride-Sharing Systems.,2020,IJCAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.24963/ijcai.2020/774')])",inproceedings
35/1096-1,"['51/3710-165', '251/5454', '19/1045', '75/4947', '219/6855', '37/7763', '256/9394', '32/6550', '35/1096-1', '82/6362-1']",FedVision: An Online Visual Object Detection Platform Powered by Federated Learning.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2001.06202')])",article
35/1096-1,"['158/9453', '35/1096-1']",Multi-Participant Multi-Class Vertical Federated Learning.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2001.11154')])",article
35/1096-1,"['87/2948-2', '82/9918', '259/2603', '257/2677', '191/8685', '35/1096-1']",FedCoin: A Peer-to-Peer Payment System for Federated Learning.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2002.11711')])",article
35/1096-1,"['178/9876', '35/1096-1', '140/7598']",Threats to Federated Learning: A Survey.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2003.02133')])",article
35/1096-1,"['227/2792', '157/9174', '58/10575', '202/8580', '94/4810', '51/3710-165', '221/9882', '32/6550', '55/9870', '37/2326', '10/9818', '35/1096-1', '01/3012']",Privacy-Preserving Technology to Help Millions of People: Federated Prediction Model for Stroke Prevention.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2006.10517')])",article
35/1096-1,"['257/7923', '157/0074', '35/1096-1', '271/4568', 'y/SiuMingYiu']",Optimal Procurement Auction for Cooperative Production of Virtual Products: Vickrey-Clarke-Groves Meet Cremer-McLean.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2007.14780')])",article
35/1096-1,"['257/7923', '35/1096-1', '157/0074', '271/4568', '51/3710-165', 'y/SiuMingYiu']",A VCG-based Fair Incentive Mechanism for Federated Learning.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2008.06680')])",article
35/1096-1,"['178/9876', '35/1096-1', '195/8270', '121/0780', '47/2026-7', '140/7598', 'y/PhilipSYu']",Privacy and Robustness in Federated Learning: Attacks and Defenses.,2020,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'https://arxiv.org/abs/2012.06337')])",article
35/1096-1,"['235/2111', '235/2130', '35/1096-1', '06/5230', '51/3710-165', '65/657']",A Revenue-Maximizing Bidding Strategy for Demand-Side Platforms.,2019,IEEE Access,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1109/ACCESS.2019.2919450')])",article
35/1096-1,"['48/1091', '19/2969-1', '119/9225', '35/1096-1']",Cross-position activity recognition with stratified transfer learning.,2019,Pervasive Mob. Comput.,https://doi.org/10.1016/j.pmcj.2019.04.004,article
35/1096-1,"['35/7092-272', '47/1961', '35/1096-1', 'm/ChunyanMiao']","A Survey of Zero-Shot Learning: Settings, Methods, and Applications.",2019,ACM Trans. Intell. Syst. Technol.,https://doi.org/10.1145/3293318,article
35/1096-1,"['45/1919', '48/1091', '06/8456-2', '35/1096-1', '202/6120', '05/10150']",A Novel Feature Incremental Learning Method for Sensor-Based Activity Recognition.,2019,IEEE Trans. Knowl. Data Eng.,https://doi.org/10.1109/TKDE.2018.2855159,article
35/1096-1,"['191/8685', '35/1096-1', '07/8764', '48/5388', '82/6362-1']",Ethically Aligned Mobilization of Community Effort to Reposition Shared Bikes.,2019,AAAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1609/aaai.v33i01.33019983')])",inproceedings
35/1096-1,"['35/1096-1', 'm/ChunyanMiao', '23/7137', '82/5713', '54/11141', '76/3131']",Ethically Aligned Opportunistic Scheduling for Productive Laziness.,2019,AIES,https://doi.org/10.1145/3306618.3314240,inproceedings
35/1096-1,"['145/4239', '174/9863', '76/440', '35/1096-1', '98/153', '86/1369']",Incentive Design for Efficient Federated Learning in Mobile Networks: A Contract Theory Approach.,2019,APWCS,https://doi.org/10.1109/VTS-APWCS.2019.8851649,inproceedings
35/1096-1,"['191/8685', '35/1096-1', '07/8764', '48/5388', '82/6362-1']",Social Mobilization to Reposition Indiscriminately Parked Shareable Bikes.,2019,AAMAS,http://dl.acm.org/citation.cfm?id=3332023,inproceedings
35/1096-1,"['35/1096-1', '03/1554', '82/5713', '23/7137', 'l/VRLesser']",Ethically Aligned Multi-agent Coordination to Enhance Social Welfare.,2019,AAMAS,http://dl.acm.org/citation.cfm?id=3332091,inproceedings
35/1096-1,"['37/2326', '51/3710-165', '251/5454', '227/2792', '35/1096-1', '82/6362-1']",Privacy-preserving Heterogeneous Federated Transfer Learning.,2019,BigData,https://doi.org/10.1109/BigData47090.2019.9005992,inproceedings
35/1096-1,"['52/5716-40', '07/2924', '35/1096-1', '03/1554', '153/2320', '36/3184', '170/1654', '61/7591', '234/8028', '82/5713', 'm/ChunyanMiao']",Generating Persuasive Visual Storylines for Promotional Videos.,2019,CIKM,https://doi.org/10.1145/3357384.3357906,inproceedings
35/1096-1,"['19/2969-1', '48/1091', '35/1096-1', '119/9225', '82/6362-1']",Easy Transfer Learning By Exploiting Intra-Domain Structures.,2019,ICME,https://doi.org/10.1109/ICME.2019.00211,inproceedings
35/1096-1,"['46/5508', '35/1096-1', 'm/ChunyanMiao', '48/1091']",Agent-based Decision Support for Pain Management in Primary Care Settings.,2019,IJCAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.24963/ijcai.2019/943')])",inproceedings
35/1096-1,"['202/8580', '18/701', '51/3710-165', '35/1096-1', '32/6550', '82/6362-1']",Multi-Agent Visualization for Explaining Federated Learning.,2019,IJCAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.24963/ijcai.2019/960')])",inproceedings
35/1096-1,"['35/1096-1', '51/3710-165', '202/8580', '60/600', '32/6550', '82/6362-1', '246/2871']",Fair and Explainable Dynamic Engagement of Crowd Workers.,2019,IJCAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.24963/ijcai.2019/961')])",inproceedings
35/1096-1,"['182/7262', '35/1096-1', '56/2203', '11/7565', '246/2962', '41/8986', '71/5333', '89/10616', 'm/ChunyanMiao']",An Online Intelligent Visual Interaction System.,2019,IJCAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.24963/ijcai.2019/962')])",inproceedings
35/1096-1,"['23/7137', '35/1096-1', '96/3115-13', 's/YuliangShi', '76/3131', 'm/ChunyanMiao']",Intelligent Decision Support for Improving Power Management.,2019,IJCAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.24963/ijcai.2019/965')])",inproceedings
35/1096-1,"['07/2924', '52/5716-40', '03/1554', '35/1096-1', '153/2320', '36/3184', '170/1654', '61/7591', '234/8028']",Personalized Video Summarization with Idiom Adaptation.,2019,ACM Multimedia,https://doi.org/10.1145/3343031.3350584,inproceedings
35/1096-1,"['07/2924', '52/5716-40', '03/1554', '153/2320', '36/3184', '170/1654', '61/7591', '234/8028', '35/1096-1', '68/4388']",Domain Specific and Idiom Adaptive Video Summarization.,2019,MMAsia,https://doi.org/10.1145/3338533.3366603,inproceedings
35/1096-1,"['35/1096-1', 'm/ChunyanMiao', '23/7137', '82/5713', '54/11141', '76/3131']",Ethically Aligned Opportunistic Scheduling for Productive Laziness.,2019,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1901.00298')])",article
35/1096-1,"['19/2969-1', '48/1091', '35/1096-1', '119/9225', '82/6362-1']",Easy Transfer Learning By Exploiting Intra-domain Structures.,2019,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1904.01376')])",article
35/1096-1,"['145/4239', '174/9863', '76/440', '35/1096-1', '98/153', '86/1369']",Incentive Design for Efficient Federated Learning in Mobile Networks: A Contract Theory Approach.,2019,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1905.07479')])",article
35/1096-1,"['52/5716-40', '07/2924', '35/1096-1', '03/1554', '153/2320', '36/3184', '170/1654', '61/7591', '234/8028', '82/5713', 'm/ChunyanMiao']",Generating Persuasive Visual Storylines for Promotional Videos.,2019,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1908.11588')])",article
35/1096-1,"['19/2969-1', '48/1091', '126/2373', '35/1096-1', '119/9225', '82/6362-1']",Transfer Learning with Dynamic Distribution Adaptation.,2019,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1909.08531')])",article
35/1096-1,"['47/2026-7', '49/9', '87/2834', '10/1993', '136/3467', '89/473', '123/9215', '51/3710-165', '35/1096-1']",Reviewing and Improving the Gaussian Mechanism for Differential Privacy.,2019,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1911.12060')])",article
35/1096-1,"['129/1254', '64/898', '200/7947', '61/8017', '09/3625', '199/2164', '29/4152', '213/3622', 'c/GrahamCormode', '56/9841', '125/1967', '122/2942', 'e/DavidEvans', '195/6806', '255/5493', '90/3256', '125/2134', 'g/PhillipBGibbons', '87/88', '39/2793', '222/6721-1', '225/5245', '178/8562', '56/1256', '35/10964', '17/4402', '74/2569', '119/3872', '199/2224', '139/0872', '08/1446', 'k/FarinazKoushanfar', '14/8885', '08/11136', '51/3710-165', '39/6266', '03/5448', 'n/RichardNock', '12/4534', 'p/RasmusPagh', '07/5590-1', '96/1046', '47/5036', 'r/RameshRaskar', 's/DXSong', '171/5170', '04/10549', '194/8609', '119/3884', '158/7224', '131/6694', '98/6805', '39/3530-1', '83/2535', '82/6362-1', '23/10574', '35/1096-1', '04/11534']",Advances and Open Problems in Federated Learning.,2019,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1912.04977')])",article
35/1096-1,"['03/1554', '35/1096-1', '17/1050', 'm/ChunyanMiao', '48/1091', 'l/VRLesser']",Dynamic Generation of Internet of Things Organizational Structures Through Evolutionary Computing.,2018,IEEE Internet Things J.,https://doi.org/10.1109/JIOT.2018.2795548,article
35/1096-1,"['48/1091', '45/1919', '00/6381-1', '05/10150', '35/1096-1', 'm/ChunyanMiao']",Inferring Cognitive Wellness from Motor Patterns.,2018,IEEE Trans. Knowl. Data Eng.,"['https://doi.org/10.1109/TKDE.2018.2820024', 'http://doi.ieeecomputersociety.org/10.1109/TKDE.2018.2820024']",article
35/1096-1,"['23/7137', '35/1096-1', '82/5713', 'm/ChunyanMiao', '76/3131', '82/6362-1']",SmartHS: An AI Platform for Improving Government Service Provision.,2018,AAAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16041')])",inproceedings
35/1096-1,"['07/2924', '59/3754-3', '33/885', '35/1096-1', 'm/ChunyanMiao']",Personalized Emotion-Aware Video Streaming for the Elderly.,2018,HCI (14),https://doi.org/10.1007/978-3-319-91485-5_28,inproceedings
35/1096-1,"['35/1096-1', 'm/ChunyanMiao', '82/5713', '48/1091', '54/11141', '82/6362-1']",Opportunistic Work-Rest Scheduling for Productive Aging.,2018,HCI (14),https://doi.org/10.1007/978-3-319-91485-5_32,inproceedings
35/1096-1,"['35/1096-1', '03/1554', 'm/ChunyanMiao', '76/3131', 'l/VRLesser', '82/6362-1']",Building Ethics into Artificial Intelligence.,2018,IJCAI,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.24963/ijcai.2018/779')])",inproceedings
35/1096-1,"['19/2969-1', '126/2373', '48/1091', '35/1096-1', '119/9225', 'y/PhilipSYu']",Visual Domain Adaptation with Manifold Embedded Distribution Alignment.,2018,ACM Multimedia,https://doi.org/10.1145/3240508.3240512,inproceedings
35/1096-1,"['48/1091', '19/2969-1', '119/9225', '35/1096-1']",Cross-position Activity Recognition with Stratified Transfer Learning.,2018,CoRR,"OrderedDict([('@type', 'oa'), ('#text', 'http://arxiv.org/abs/1806.09776')])",article
